Кол-во элементов;Кол-во перестановок;Кол-во итераций;Время на сортировку;Тип сортировки
100;99;5049;0.000021;selectionSort
1000;999;500499;0.001555;selectionSort
10000;9999;50004999;0.139300;selectionSort
100000;99999;705082703;13.394760;selectionSort
1000000;999999;1784293663;1297.898385;selectionSort
