Кол-во элементов;Кол-во перестановок;Кол-во итераций;Время на сортировку;Тип сортировки
100;175;640;0.000012;quickSort
1000;2606;10421;0.000170;quickSort
10000;34089;142278;0.001944;quickSort
100000;437300;1708432;0.026362;quickSort
1000000;5732001;19147384;0.358418;quickSort
