0;0;0;0.000001;shellSort
1;0;0;0.000001;shellSort
2;1;3;0.000002;shellSort
3;3;6;0.000002;shellSort
4;1;8;0.000001;shellSort
5;4;13;0.000001;shellSort
6;2;12;0.000001;shellSort
7;4;16;0.000002;shellSort
8;12;32;0.000002;shellSort
9;7;30;0.000002;shellSort
10;11;36;0.000002;shellSort
11;22;50;0.000003;shellSort
12;17;46;0.000002;shellSort
13;20;52;0.000002;shellSort
14;25;59;0.000002;shellSort
15;31;68;0.000002;shellSort
16;32;85;0.000003;shellSort
17;31;88;0.000005;shellSort
18;39;99;0.000003;shellSort
19;38;102;0.000003;shellSort
20;45;111;0.000003;shellSort
21;41;111;0.000003;shellSort
22;69;142;0.000006;shellSort
23;71;148;0.000005;shellSort
24;41;119;0.000003;shellSort
25;48;130;0.000004;shellSort
26;58;143;0.000005;shellSort
27;79;168;0.000004;shellSort
28;59;150;0.000005;shellSort
29;61;156;0.000005;shellSort
30;78;176;0.000007;shellSort
31;99;201;0.000008;shellSort
32;102;236;0.000007;shellSort
33;100;239;0.000008;shellSort
34;128;271;0.000008;shellSort
35;89;237;0.000008;shellSort
36;109;260;0.000008;shellSort
37;114;270;0.000008;shellSort
38;89;249;0.000008;shellSort
39;146;311;0.000010;shellSort
40;138;305;0.000008;shellSort
41;216;388;0.000013;shellSort
42;119;295;0.000008;shellSort
43;132;313;0.000006;shellSort
44;175;359;0.000011;shellSort
45;109;298;0.000009;shellSort
46;193;386;0.000012;shellSort
47;134;332;0.000006;shellSort
48;198;397;0.000009;shellSort
49;186;390;0.000012;shellSort
50;166;374;0.000011;shellSort
51;187;400;0.000022;shellSort
52;189;405;0.000013;shellSort
53;212;433;0.000012;shellSort
54;261;486;0.000016;shellSort
55;227;457;0.000014;shellSort
56;208;440;0.000013;shellSort
57;291;528;0.000016;shellSort
58;269;510;0.000018;shellSort
59;270;516;0.000011;shellSort
60;254;503;0.000012;shellSort
61;221;475;0.000010;shellSort
62;273;531;0.000018;shellSort
63;289;552;0.000016;shellSort
64;295;622;0.000019;shellSort
65;308;641;0.000013;shellSort
66;283;621;0.000012;shellSort
67;280;624;0.000012;shellSort
68;228;576;0.000015;shellSort
69;299;653;0.000021;shellSort
70;317;676;0.000013;shellSort
71;333;698;0.000057;shellSort
72;321;689;0.000017;shellSort
73;373;747;0.000014;shellSort
74;348;727;0.000023;shellSort
75;296;681;0.000018;shellSort
76;411;800;0.000024;shellSort
77;308;703;0.000020;shellSort
78;324;724;0.000015;shellSort
79;447;853;0.000023;shellSort
80;358;766;0.000015;shellSort
81;476;890;0.000019;shellSort
82;387;806;0.000022;shellSort
83;487;912;0.000030;shellSort
84;469;898;0.000028;shellSort
85;613;1048;0.000032;shellSort
86;447;887;0.000020;shellSort
87;422;868;0.000017;shellSort
88;493;942;0.000029;shellSort
89;611;1066;0.000024;shellSort
90;533;993;0.000032;shellSort
91;508;974;0.000027;shellSort
92;514;984;0.000020;shellSort
93;483;959;0.000027;shellSort
94;475;956;0.000029;shellSort
95;612;1099;0.000035;shellSort
96;564;1052;0.000034;shellSort
97;528;1022;0.000031;shellSort
98;602;1101;0.000023;shellSort
99;587;1092;0.000022;shellSort
100;705;1214;0.000041;shellSort
101;602;1117;0.000028;shellSort
102;632;1152;0.000029;shellSort
103;634;1160;0.000026;shellSort
104;650;1179;0.000029;shellSort
105;833;1368;0.000038;shellSort
106;839;1379;0.000032;shellSort
107;673;1219;0.000026;shellSort
108;677;1227;0.000025;shellSort
109;858;1414;0.000050;shellSort
110;723;1284;0.000040;shellSort
111;562;1129;0.000033;shellSort
112;947;1516;0.000054;shellSort
113;965;1540;0.000051;shellSort
114;848;1428;0.000045;shellSort
115;953;1539;0.000033;shellSort
116;756;1346;0.000037;shellSort
117;622;1218;0.000023;shellSort
118;787;1388;0.000034;shellSort
119;812;1419;0.000043;shellSort
120;864;1474;0.000036;shellSort
121;831;1447;0.000030;shellSort
122;854;1475;0.000032;shellSort
123;885;1512;0.000031;shellSort
124;709;1340;0.000030;shellSort
125;939;1576;0.000042;shellSort
126;1193;1835;0.000039;shellSort
127;1018;1666;0.000051;shellSort
128;1120;1896;0.000067;shellSort
129;1174;1957;0.000041;shellSort
130;895;1684;0.000038;shellSort
131;829;1625;0.000032;shellSort
132;1077;1878;0.000065;shellSort
133;957;1765;0.000035;shellSort
134;1019;1833;0.000036;shellSort
135;818;1639;0.000036;shellSort
136;1120;1945;0.000042;shellSort
137;1106;1938;0.000044;shellSort
138;1074;1912;0.000045;shellSort
139;1011;1856;0.000037;shellSort
140;1285;2135;0.000046;shellSort
141;960;1817;0.000047;shellSort
142;884;1747;0.000035;shellSort
143;923;1793;0.000034;shellSort
144;1173;2046;0.000052;shellSort
145;1304;2184;0.000046;shellSort
146;1240;2126;0.000044;shellSort
147;1046;1939;0.000064;shellSort
148;1049;1947;0.000065;shellSort
149;1478;2383;0.000086;shellSort
150;1204;2115;0.000073;shellSort
151;1001;1919;0.000051;shellSort
152;1218;2140;0.000061;shellSort
153;1292;2221;0.000048;shellSort
154;1235;2170;0.000043;shellSort
155;1365;2307;0.000052;shellSort
156;1330;2277;0.000071;shellSort
157;1202;2156;0.000048;shellSort
158;1196;2156;0.000056;shellSort
159;1023;1990;0.000046;shellSort
160;1763;2732;0.000063;shellSort
161;1408;2384;0.000051;shellSort
162;1220;2202;0.000046;shellSort
163;1625;2614;0.000062;shellSort
164;1524;2518;0.000079;shellSort
165;1556;2557;0.000082;shellSort
166;1353;2360;0.000050;shellSort
167;1399;2413;0.000051;shellSort
168;1477;2495;0.000083;shellSort
169;1625;2650;0.000092;shellSort
170;1502;2533;0.000053;shellSort
171;1469;2507;0.000059;shellSort
172;1745;2788;0.000068;shellSort
173;1345;2395;0.000060;shellSort
174;1283;2339;0.000055;shellSort
175;1212;2275;0.000064;shellSort
176;1786;2852;0.000058;shellSort
177;1670;2743;0.000062;shellSort
178;1790;2869;0.000068;shellSort
179;1928;3014;0.000064;shellSort
180;1512;2603;0.000055;shellSort
181;1736;2834;0.000064;shellSort
182;1517;2621;0.000087;shellSort
183;1194;2305;0.000051;shellSort
184;1756;2871;0.000085;shellSort
185;1764;2886;0.000062;shellSort
186;2039;3167;0.000076;shellSort
187;1600;2735;0.000062;shellSort
188;1894;3034;0.000066;shellSort
189;1602;2749;0.000082;shellSort
190;1606;2759;0.000091;shellSort
191;1433;2593;0.000081;shellSort
192;1676;2837;0.000084;shellSort
193;2132;3300;0.000119;shellSort
194;1990;3164;0.000076;shellSort
195;1846;3027;0.000078;shellSort
196;1914;3100;0.000076;shellSort
197;1985;3178;0.000110;shellSort
198;1901;3100;0.000082;shellSort
199;1861;3067;0.000094;shellSort
200;2040;3250;0.000114;shellSort
201;1758;2975;0.000095;shellSort
202;2363;3586;0.000077;shellSort
203;1910;3140;0.000107;shellSort
204;2134;3369;0.000074;shellSort
205;2079;3321;0.000099;shellSort
206;1924;3172;0.000078;shellSort
207;1693;2948;0.000064;shellSort
208;2606;3864;0.000099;shellSort
209;2750;4015;0.000089;shellSort
210;2538;3809;0.000110;shellSort
211;2101;3379;0.000092;shellSort
212;2466;3749;0.000093;shellSort
213;1597;2887;0.000086;shellSort
214;2085;3381;0.000082;shellSort
215;1972;3275;0.000074;shellSort
216;2681;3988;0.000099;shellSort
217;2079;3393;0.000076;shellSort
218;2322;3642;0.000083;shellSort
219;2547;3874;0.000124;shellSort
220;2100;3432;0.000118;shellSort
221;2146;3485;0.000074;shellSort
222;2255;3600;0.000096;shellSort
223;2043;3395;0.000121;shellSort
224;3121;4475;0.000120;shellSort
225;2749;4110;0.000103;shellSort
226;2891;4258;0.000094;shellSort
227;3099;4473;0.000100;shellSort
228;2556;3935;0.000093;shellSort
229;2711;4097;0.000094;shellSort
230;2803;4195;0.000110;shellSort
231;2244;3643;0.000080;shellSort
232;2790;4193;0.000104;shellSort
233;3225;4635;0.000151;shellSort
234;2358;3774;0.000113;shellSort
235;2794;4217;0.000132;shellSort
236;2666;4094;0.000089;shellSort
237;2394;3829;0.000088;shellSort
238;2624;4065;0.000097;shellSort
239;2068;3516;0.000070;shellSort
240;3248;4699;0.000118;shellSort
241;3486;4944;0.000108;shellSort
242;3072;4536;0.000162;shellSort
243;2770;4241;0.000120;shellSort
244;2673;4149;0.000104;shellSort
245;3269;4752;0.000114;shellSort
246;2706;4195;0.000099;shellSort
247;3119;4615;0.000113;shellSort
248;3475;4975;0.000114;shellSort
249;3192;4699;0.000105;shellSort
250;3246;4759;0.000101;shellSort
251;3473;4993;0.000107;shellSort
252;2722;4247;0.000098;shellSort
253;2875;4407;0.000098;shellSort
254;2904;4442;0.000096;shellSort
255;3041;4586;0.000107;shellSort
256;3419;5220;0.000121;shellSort
257;3288;5097;0.000109;shellSort
258;2752;4568;0.000096;shellSort
259;2997;4821;0.000105;shellSort
260;3160;4990;0.000107;shellSort
261;3280;5118;0.000174;shellSort
262;2414;4259;0.000090;shellSort
263;3067;4920;0.000173;shellSort
264;3738;5596;0.000209;shellSort
265;3166;5032;0.000173;shellSort
266;2644;4517;0.000151;shellSort
267;3398;5279;0.000109;shellSort
268;3639;5526;0.000116;shellSort
269;2912;4807;0.000117;shellSort
270;3400;5302;0.000127;shellSort
271;2947;4857;0.000169;shellSort
272;4197;6111;0.000218;shellSort
273;3975;5897;0.000221;shellSort
274;3039;4968;0.000104;shellSort
275;3368;5305;0.000107;shellSort
276;3939;5882;0.000202;shellSort
277;3478;5429;0.000181;shellSort
278;3450;5408;0.000120;shellSort
279;2940;4906;0.000100;shellSort
280;3577;5548;0.000115;shellSort
281;4088;6067;0.000156;shellSort
282;4027;6013;0.000133;shellSort
283;3238;5232;0.000132;shellSort
284;3186;5186;0.000260;shellSort
285;3228;5236;0.000106;shellSort
286;3138;5153;0.000113;shellSort
287;3380;5403;0.000118;shellSort
288;4485;6511;0.000154;shellSort
289;4689;6723;0.000157;shellSort
290;3948;5989;0.000210;shellSort
291;3901;5950;0.000149;shellSort
292;4655;6710;0.000154;shellSort
293;3464;5527;0.000134;shellSort
294;3709;5779;0.000130;shellSort
295;3730;5808;0.000140;shellSort
296;3933;6016;0.000138;shellSort
297;4526;6617;0.000145;shellSort
298;4026;6124;0.000136;shellSort
299;4167;6273;0.000159;shellSort
300;4220;6332;0.000154;shellSort
301;4151;6271;0.000165;shellSort
302;4023;6150;0.000128;shellSort
303;3301;5436;0.000116;shellSort
304;5148;7287;0.000175;shellSort
305;5176;7323;0.000166;shellSort
306;4461;6615;0.000140;shellSort
307;3686;5848;0.000119;shellSort
308;4034;6202;0.000146;shellSort
309;4564;6740;0.000157;shellSort
310;3735;5918;0.000129;shellSort
311;3657;5848;0.000120;shellSort
312;4369;6565;0.000145;shellSort
313;4503;6707;0.000154;shellSort
314;3748;5959;0.000128;shellSort
315;4344;6563;0.000146;shellSort
316;4715;6940;0.000146;shellSort
317;4130;6363;0.000142;shellSort
318;3811;6051;0.000128;shellSort
319;4033;6281;0.000127;shellSort
320;6590;8840;0.000206;shellSort
321;5633;7891;0.000181;shellSort
322;4762;7027;0.000166;shellSort
323;4274;6547;0.000137;shellSort
324;4821;7100;0.000161;shellSort
325;4873;7160;0.000159;shellSort
326;4684;6978;0.000158;shellSort
327;3543;5845;0.000162;shellSort
328;5519;7826;0.000187;shellSort
329;5854;8169;0.000185;shellSort
330;4466;6788;0.000145;shellSort
331;4877;7207;0.000168;shellSort
332;5072;7408;0.000175;shellSort
333;5350;7694;0.000181;shellSort
334;4784;7135;0.000172;shellSort
335;4442;6801;0.000153;shellSort
336;4562;6925;0.000144;shellSort
337;5049;7420;0.000169;shellSort
338;5374;7752;0.000177;shellSort
339;5429;7815;0.000174;shellSort
340;5883;8275;0.000216;shellSort
341;4671;7071;0.000153;shellSort
342;4639;7046;0.000169;shellSort
343;4372;6787;0.000148;shellSort
344;6597;9017;0.000204;shellSort
345;5448;7876;0.000177;shellSort
346;4022;6457;0.000135;shellSort
347;4472;6915;0.000148;shellSort
348;4452;6901;0.000162;shellSort
349;5453;7910;0.000186;shellSort
350;4813;7277;0.000164;shellSort
351;4483;6955;0.000153;shellSort
352;6306;8781;0.000346;shellSort
353;6404;8887;0.000332;shellSort
354;5483;7973;0.000305;shellSort
355;4578;7076;0.000224;shellSort
356;5268;7772;0.000243;shellSort
357;5869;8381;0.000251;shellSort
358;5976;8495;0.000207;shellSort
359;5062;7589;0.000187;shellSort
360;6827;9359;0.000235;shellSort
361;5889;8429;0.000200;shellSort
362;4744;7291;0.000149;shellSort
363;5675;8230;0.000291;shellSort
364;6464;9025;0.000293;shellSort
365;5724;8293;0.000254;shellSort
366;5328;7904;0.000276;shellSort
367;5141;7725;0.000180;shellSort
368;7986;10574;0.000252;shellSort
369;6688;9284;0.000215;shellSort
370;6522;9125;0.000217;shellSort
371;5740;8351;0.000293;shellSort
372;6140;8757;0.000199;shellSort
373;6330;8955;0.000212;shellSort
374;5995;8627;0.000201;shellSort
375;5165;7805;0.000171;shellSort
376;7455;10100;0.000238;shellSort
377;6736;9389;0.000227;shellSort
378;5934;8594;0.000191;shellSort
379;6121;8789;0.000237;shellSort
380;6254;8928;0.000208;shellSort
381;5846;8528;0.000186;shellSort
382;5374;8063;0.000186;shellSort
383;5235;7932;0.000243;shellSort
384;6546;9244;0.000219;shellSort
385;7733;10439;0.000231;shellSort
386;6411;9124;0.000236;shellSort
387;7997;10718;0.000254;shellSort
388;6455;9182;0.000218;shellSort
389;6055;8790;0.000211;shellSort
390;6442;9184;0.000215;shellSort
391;6511;9261;0.000217;shellSort
392;6725;9480;0.000224;shellSort
393;7966;10729;0.000256;shellSort
394;7161;9931;0.000230;shellSort
395;6667;9445;0.000255;shellSort
396;6791;9575;0.000354;shellSort
397;7095;9887;0.000382;shellSort
398;5807;8606;0.000327;shellSort
399;6945;9752;0.000371;shellSort
400;7397;10208;0.000258;shellSort
401;8412;11231;0.000273;shellSort
402;7670;10496;0.000377;shellSort
403;7573;10407;0.000389;shellSort
404;7358;10198;0.000356;shellSort
405;6401;9249;0.000217;shellSort
406;6070;8925;0.000227;shellSort
407;6287;9150;0.000215;shellSort
408;9677;12545;0.000307;shellSort
409;6627;9503;0.000338;shellSort
410;6368;9251;0.000199;shellSort
411;5830;8721;0.000309;shellSort
412;6876;9773;0.000373;shellSort
413;6872;9777;0.000376;shellSort
414;5864;8776;0.000200;shellSort
415;6943;9863;0.000350;shellSort
416;8589;11512;0.000390;shellSort
417;8547;11478;0.000289;shellSort
418;8077;11015;0.000256;shellSort
419;8245;11191;0.000261;shellSort
420;7442;10394;0.000242;shellSort
421;7634;10594;0.000261;shellSort
422;6447;9414;0.000212;shellSort
423;6882;9857;0.000212;shellSort
424;8408;11388;0.000277;shellSort
425;8118;11106;0.000265;shellSort
426;6469;9464;0.000212;shellSort
427;7228;10231;0.000418;shellSort
428;7172;10181;0.000345;shellSort
429;6835;9852;0.000210;shellSort
430;6661;9685;0.000225;shellSort
431;7256;10288;0.000238;shellSort
432;9273;12309;0.000300;shellSort
433;8992;12036;0.000279;shellSort
434;8452;11503;0.000282;shellSort
435;7276;10335;0.000251;shellSort
436;7732;10797;0.000256;shellSort
437;8128;11201;0.000252;shellSort
438;7194;10274;0.000229;shellSort
439;7145;10233;0.000240;shellSort
440;8469;11562;0.000270;shellSort
441;8810;11911;0.000309;shellSort
442;7295;10403;0.000375;shellSort
443;8792;11908;0.000278;shellSort
444;8444;11566;0.000456;shellSort
445;7750;10880;0.000269;shellSort
446;7572;10709;0.000253;shellSort
447;6809;9954;0.000349;shellSort
448;10502;13649;0.000422;shellSort
449;11669;14824;0.000493;shellSort
450;9199;12361;0.000409;shellSort
451;10580;13750;0.000467;shellSort
452;8324;11500;0.000378;shellSort
453;9038;12222;0.000415;shellSort
454;8206;11397;0.000324;shellSort
455;8419;11618;0.000313;shellSort
456;8944;12148;0.000350;shellSort
457;9936;13148;0.000425;shellSort
458;8306;11525;0.000368;shellSort
459;8502;11729;0.000331;shellSort
460;8217;11450;0.000405;shellSort
461;9201;12442;0.000389;shellSort
462;9046;12294;0.000369;shellSort
463;7770;11026;0.000275;shellSort
464;10982;14242;0.000345;shellSort
465;10706;13974;0.000549;shellSort
466;8826;12101;0.000401;shellSort
467;8894;12177;0.000397;shellSort
468;8683;11972;0.000453;shellSort
469;9716;13013;0.000489;shellSort
470;8463;11767;0.000280;shellSort
471;7975;11287;0.000278;shellSort
472;9883;13200;0.000535;shellSort
473;10793;14118;0.000378;shellSort
474;8775;12107;0.000328;shellSort
475;9543;12883;0.000332;shellSort
476;8412;11758;0.000271;shellSort
477;9247;12601;0.000382;shellSort
478;7441;10802;0.000331;shellSort
479;9809;13178;0.000507;shellSort
480;11131;14503;0.000575;shellSort
481;13793;17173;0.000698;shellSort
482;10197;13584;0.000528;shellSort
483;10681;14076;0.000335;shellSort
484;10215;13616;0.000482;shellSort
485;11646;15055;0.000501;shellSort
486;9262;12678;0.000418;shellSort
487;9521;12945;0.000477;shellSort
488;11154;14583;0.000588;shellSort
489;10962;14399;0.000616;shellSort
490;8368;11812;0.000389;shellSort
491;10065;13517;0.000569;shellSort
492;9354;12812;0.000500;shellSort
493;9104;12570;0.000460;shellSort
494;8877;12350;0.000484;shellSort
495;8715;12196;0.000430;shellSort
496;11128;14613;0.000529;shellSort
497;13803;17296;0.000677;shellSort
498;9254;12754;0.000427;shellSort
499;10788;14296;0.000492;shellSort
500;11176;14690;0.000381;shellSort
501;10717;14239;0.000523;shellSort
502;8969;12498;0.000336;shellSort
503;8818;12355;0.000445;shellSort
504;11299;14841;0.000643;shellSort
505;10839;14389;0.000618;shellSort
506;10743;14300;0.000499;shellSort
507;9435;13000;0.000375;shellSort
508;9598;13169;0.000443;shellSort
509;9888;13467;0.000424;shellSort
510;8473;12059;0.000291;shellSort
511;9940;13534;0.000462;shellSort
512;12093;16199;0.000536;shellSort
513;13889;18004;0.000681;shellSort
514;11545;15668;0.000596;shellSort
515;10864;14996;0.000522;shellSort
516;12121;16260;0.000564;shellSort
517;10975;15123;0.000495;shellSort
518;10923;15079;0.000573;shellSort
519;10947;15112;0.000471;shellSort
520;11376;15547;0.000383;shellSort
521;11604;15784;0.000463;shellSort
522;10526;14714;0.000492;shellSort
523;10001;14198;0.000331;shellSort
524;10380;14584;0.000535;shellSort
525;11134;15347;0.000353;shellSort
526;8720;12941;0.000292;shellSort
527;10707;14937;0.000347;shellSort
528;12506;16741;0.000659;shellSort
529;14544;18788;0.000757;shellSort
530;11565;15817;0.000440;shellSort
531;11324;15585;0.000361;shellSort
532;11027;15295;0.000378;shellSort
533;11810;16087;0.000423;shellSort
534;9583;13868;0.000507;shellSort
535;11708;16002;0.000572;shellSort
536;12563;16863;0.000440;shellSort
537;12570;16879;0.000512;shellSort
538;9546;13863;0.000430;shellSort
539;11170;15496;0.000413;shellSort
540;12178;16511;0.000435;shellSort
541;11092;15434;0.000336;shellSort
542;9968;14318;0.000358;shellSort
543;11100;15459;0.000399;shellSort
544;15917;20280;0.000724;shellSort
545;13099;17471;0.000413;shellSort
546;12182;16562;0.000545;shellSort
547;11917;16306;0.000584;shellSort
548;11828;16224;0.000529;shellSort
549;11286;15691;0.000563;shellSort
550;10965;15378;0.000360;shellSort
551;11142;15564;0.000607;shellSort
552;12048;16476;0.000612;shellSort
553;13124;17561;0.000699;shellSort
554;11357;15802;0.000579;shellSort
555;11693;16147;0.000390;shellSort
556;11918;16379;0.000588;shellSort
557;11405;15875;0.000376;shellSort
558;10164;14642;0.000339;shellSort
559;10129;14616;0.000491;shellSort
560;14998;19490;0.000473;shellSort
561;13144;17645;0.000409;shellSort
