Кол-во элементов;Кол-во перестановок;Кол-во итераций;Время на сортировку;Тип сортировки
47200;0;660821;0.005669;shellSort
47300;0;662222;0.005839;shellSort
47400;0;663622;0.005768;shellSort
47500;0;665023;0.006454;shellSort
47700;0;667823;0.007047;shellSort
47800;0;669224;0.007988;shellSort
47900;0;670624;0.005987;shellSort
48000;0;672022;0.014733;shellSort
48100;0;673425;0.006410;shellSort
48200;0;674822;0.005912;shellSort
48300;0;676224;0.005759;shellSort
48400;0;677622;0.006001;shellSort
48500;0;679025;0.006567;shellSort
48600;0;680425;0.009224;shellSort
48700;0;681825;0.006867;shellSort
48800;0;683223;0.005950;shellSort
48900;0;684623;0.006244;shellSort
49000;0;686025;0.019858;shellSort
49100;0;687426;0.005953;shellSort
49200;0;688819;0.006610;shellSort
49300;0;690220;0.005998;shellSort
49400;0;691622;0.006593;shellSort
49500;0;693022;0.006173;shellSort
49600;0;694420;0.009011;shellSort
49700;0;695820;0.005996;shellSort
49800;0;697220;0.006435;shellSort
49900;0;698623;0.007385;shellSort
50000;0;700021;0.008070;shellSort
50100;0;701423;0.006423;shellSort
50200;0;702820;0.006021;shellSort
50300;0;704223;0.006122;shellSort
50400;0;705621;0.006347;shellSort
50500;0;707021;0.006292;shellSort
50600;0;708422;0.007768;shellSort
50700;0;709821;0.006336;shellSort
50800;0;711222;0.006129;shellSort
50900;0;712623;0.006174;shellSort
51000;0;714023;0.006096;shellSort
51100;0;715424;0.006765;shellSort
51200;0;716818;0.006566;shellSort
51300;0;718221;0.006081;shellSort
51400;0;719621;0.006837;shellSort
51500;0;721022;0.008110;shellSort
51600;0;722421;0.008716;shellSort
51700;0;723824;0.009003;shellSort
51800;0;725222;0.006351;shellSort
51900;0;726624;0.006402;shellSort
52000;0;728021;0.006310;shellSort
52100;0;729422;0.007186;shellSort
52200;0;730824;0.006420;shellSort
52300;0;732222;0.008065;shellSort
52400;0;733622;0.006600;shellSort
52500;0;735022;0.008170;shellSort
52600;0;736424;0.006364;shellSort
52700;0;737825;0.006386;shellSort
52800;0;739221;0.006846;shellSort
52900;0;740623;0.008515;shellSort
53000;0;742022;0.006278;shellSort
53200;0;744824;0.008000;shellSort
53300;0;746221;0.006630;shellSort
53400;0;747621;0.007297;shellSort
53500;0;749024;0.008443;shellSort
