Кол-во элементов;Кол-во элементов в ^ 2;Кол-во перестановок;Кол-во сравнений;Сумма сравнений и перестановок;Кол-во итераций;Время на сортировку;Тип сортировки
120500;14520250000;65535;1993551;2059086;1862481;0.009099;quickSort
120600;14544360000;65535;1995151;2060686;1864081;0.008960;quickSort
120700;14568490000;65535;1996751;2062286;1865681;0.008977;quickSort
120800;14592640000;65535;1998351;2063886;1867281;0.009267;quickSort
120900;14616810000;65535;1999951;2065486;1868881;0.009034;quickSort
121000;14641000000;65535;2001551;2067086;1870481;0.008932;quickSort
121100;14665210000;65535;2003151;2068686;1872081;0.008979;quickSort
121200;14689440000;65535;2004751;2070286;1873681;0.008942;quickSort
121300;14713690000;65535;2006351;2071886;1875281;0.008948;quickSort
121400;14737960000;65535;2007951;2073486;1876881;0.008956;quickSort
121500;14762250000;65535;2009551;2075086;1878481;0.008979;quickSort
121600;14786560000;65535;2011151;2076686;1880081;0.009119;quickSort
121700;14810890000;65535;2012751;2078286;1881681;0.009237;quickSort
121800;14835240000;65535;2014351;2079886;1883281;0.010982;quickSort
121900;14859610000;65535;2015951;2081486;1884881;0.011073;quickSort
122000;14884000000;65535;2017551;2083086;1886481;0.009653;quickSort
122100;14908410000;65535;2019151;2084686;1888081;0.008975;quickSort
122200;14932840000;65535;2020751;2086286;1889681;0.009003;quickSort
122300;14957290000;65535;2022351;2087886;1891281;0.009137;quickSort
122400;14981760000;65535;2023951;2089486;1892881;0.008967;quickSort
122500;15006250000;65535;2025551;2091086;1894481;0.011080;quickSort
122600;15030760000;65535;2027151;2092686;1896081;0.009033;quickSort
122700;15055290000;65535;2028751;2094286;1897681;0.009024;quickSort
122800;15079840000;65535;2030351;2095886;1899281;0.009000;quickSort
122900;15104410000;65535;2031951;2097486;1900881;0.009623;quickSort
123000;15129000000;65535;2033551;2099086;1902481;0.009039;quickSort
123100;15153610000;65535;2035151;2100686;1904081;0.009007;quickSort
123200;15178240000;65535;2036751;2102286;1905681;0.009045;quickSort
123300;15202890000;65535;2038351;2103886;1907281;0.009027;quickSort
123400;15227560000;65535;2039951;2105486;1908881;0.009074;quickSort
123500;15252250000;65535;2041551;2107086;1910481;0.009087;quickSort
123600;15276960000;65535;2043151;2108686;1912081;0.009069;quickSort
123700;15301690000;65535;2044751;2110286;1913681;0.009120;quickSort
123800;15326440000;65535;2046351;2111886;1915281;0.009472;quickSort
123900;15351210000;65535;2047951;2113486;1916881;0.009099;quickSort
124000;15376000000;65535;2049551;2115086;1918481;0.009128;quickSort
124100;15400810000;65535;2051151;2116686;1920081;0.009129;quickSort
124200;15425640000;65535;2052751;2118286;1921681;0.009451;quickSort
124300;15450490000;65535;2054351;2119886;1923281;0.009122;quickSort
124400;15475360000;65535;2055951;2121486;1924881;0.009157;quickSort
124500;15500250000;65535;2057551;2123086;1926481;0.009725;quickSort
124600;15525160000;65535;2059151;2124686;1928081;0.009125;quickSort
124700;15550090000;65535;2060751;2126286;1929681;0.009146;quickSort
124800;15575040000;65535;2062351;2127886;1931281;0.009144;quickSort
124900;15600010000;65535;2063951;2129486;1932881;0.009395;quickSort
125000;15625000000;65535;2065551;2131086;1934481;0.011390;quickSort
125100;15650010000;65535;2067151;2132686;1936081;0.017236;quickSort
125200;15675040000;65535;2068751;2134286;1937681;0.009193;quickSort
125300;15700090000;65535;2070351;2135886;1939281;0.009219;quickSort
125400;15725160000;65535;2071951;2137486;1940881;0.009177;quickSort
125500;15750250000;65535;2073551;2139086;1942481;0.009199;quickSort
125600;15775360000;65535;2075151;2140686;1944081;0.010354;quickSort
125700;15800490000;65535;2076751;2142286;1945681;0.009214;quickSort
125800;15825640000;65535;2078351;2143886;1947281;0.009720;quickSort
125900;15850810000;65535;2079951;2145486;1948881;0.009013;quickSort
126000;15876000000;65535;2081551;2147086;1950481;0.009081;quickSort
126100;15901210000;65535;2083151;2148686;1952081;0.008994;quickSort
126200;15926440000;65535;2084751;2150286;1953681;0.009127;quickSort
126300;15951690000;65535;2086351;2151886;1955281;0.009028;quickSort
126400;15976960000;65535;2087951;2153486;1956881;0.009240;quickSort
126500;16002250000;65535;2089551;2155086;1958481;0.009032;quickSort
126600;16027560000;65535;2091151;2156686;1960081;0.009034;quickSort
126700;16052890000;65535;2092751;2158286;1961681;0.009029;quickSort
126800;16078240000;65535;2094351;2159886;1963281;0.009039;quickSort
126900;16103610000;65535;2095951;2161486;1964881;0.009040;quickSort
127000;16129000000;65535;2097551;2163086;1966481;0.009674;quickSort
127100;16154410000;65535;2099151;2164686;1968081;0.009315;quickSort
127200;16179840000;65535;2100751;2166286;1969681;0.009306;quickSort
127300;16205290000;65535;2102351;2167886;1971281;0.009837;quickSort
127400;16230760000;65535;2103951;2169486;1972881;0.009539;quickSort
127500;16256250000;65535;2105551;2171086;1974481;0.009480;quickSort
127600;16281760000;65535;2107151;2172686;1976081;0.009476;quickSort
127700;16307290000;65535;2108751;2174286;1977681;0.009350;quickSort
127800;16332840000;65535;2110351;2175886;1979281;0.009325;quickSort
127900;16358410000;65535;2111951;2177486;1980881;0.009345;quickSort
128000;16384000000;65535;2113551;2179086;1982481;0.009340;quickSort
128100;16409610000;65535;2115151;2180686;1984081;0.009348;quickSort
128200;16435240000;65535;2116751;2182286;1985681;0.009362;quickSort
128300;16460890000;65535;2118351;2183886;1987281;0.009545;quickSort
128400;16486560000;65535;2119951;2185486;1988881;0.009346;quickSort
128500;16512250000;65535;2121551;2187086;1990481;0.009364;quickSort
128600;16537960000;65535;2123151;2188686;1992081;0.009556;quickSort
128700;16563690000;65535;2124751;2190286;1993681;0.009447;quickSort
128800;16589440000;65535;2126351;2191886;1995281;0.009403;quickSort
128900;16615210000;65535;2127951;2193486;1996881;0.009503;quickSort
129000;16641000000;65535;2129551;2195086;1998481;0.009171;quickSort
129100;16666810000;65535;2131151;2196686;2000081;0.009469;quickSort
129200;16692640000;65535;2132751;2198286;2001681;0.009424;quickSort
129300;16718490000;65535;2134351;2199886;2003281;0.009407;quickSort
129400;16744360000;65535;2135951;2201486;2004881;0.009451;quickSort
129500;16770250000;65535;2137551;2203086;2006481;0.009630;quickSort
129600;16796160000;65535;2139151;2204686;2008081;0.009429;quickSort
129700;16822090000;65535;2140751;2206286;2009681;0.009437;quickSort
129800;16848040000;65535;2142351;2207886;2011281;0.009826;quickSort
129900;16874010000;65535;2143951;2209486;2012881;0.009464;quickSort
130000;16900000000;65535;2145551;2211086;2014481;0.009471;quickSort
130100;16926010000;65535;2147151;2212686;2016081;0.009457;quickSort
130200;16952040000;65535;2148751;2214286;2017681;0.009449;quickSort
130300;16978090000;65535;2150351;2215886;2019281;0.009489;quickSort
130400;17004160000;65535;2151951;2217486;2020881;0.009584;quickSort
130500;17030250000;65535;2153551;2219086;2022481;0.009517;quickSort
130600;17056360000;65535;2155151;2220686;2024081;0.009464;quickSort
130700;17082490000;65535;2156751;2222286;2025681;0.009497;quickSort
130800;17108640000;65535;2158351;2223886;2027281;0.009800;quickSort
130900;17134810000;65535;2159951;2225486;2028881;0.009501;quickSort
131000;17161000000;65535;2161551;2227086;2030481;0.009506;quickSort
131100;17187210000;65564;2163267;2228831;2032139;0.009755;quickSort
131200;17213440000;65664;2165267;2230931;2033939;0.009511;quickSort
131300;17239690000;65764;2167267;2233031;2035739;0.010191;quickSort
131400;17265960000;65864;2169267;2235131;2037539;0.009598;quickSort
131500;17292250000;65964;2171267;2237231;2039339;0.009673;quickSort
131600;17318560000;66064;2173267;2239331;2041139;0.009565;quickSort
131700;17344890000;66164;2175267;2241431;2042939;0.009567;quickSort
131800;17371240000;66264;2177267;2243531;2044739;0.009608;quickSort
131900;17397610000;66364;2179267;2245631;2046539;0.009626;quickSort
132000;17424000000;66464;2181267;2247731;2048339;0.009573;quickSort
132100;17450410000;66564;2183267;2249831;2050139;0.009646;quickSort
132200;17476840000;66664;2185267;2251931;2051939;0.009659;quickSort
132300;17503290000;66764;2187267;2254031;2053739;0.009633;quickSort
132400;17529760000;66864;2189267;2256131;2055539;0.009653;quickSort
132500;17556250000;66964;2191267;2258231;2057339;0.009706;quickSort
132600;17582760000;67064;2193267;2260331;2059139;0.009689;quickSort
132700;17609290000;67164;2195267;2262431;2060939;0.009681;quickSort
132800;17635840000;67264;2197267;2264531;2062739;0.009714;quickSort
132900;17662410000;67364;2199267;2266631;2064539;0.009700;quickSort
133000;17689000000;67464;2201267;2268731;2066339;0.009733;quickSort
133100;17715610000;67564;2203267;2270831;2068139;0.009739;quickSort
133200;17742240000;67664;2205267;2272931;2069939;0.009740;quickSort
133300;17768890000;67764;2207267;2275031;2071739;0.009804;quickSort
133400;17795560000;67864;2209267;2277131;2073539;0.009847;quickSort
133500;17822250000;67964;2211267;2279231;2075339;0.009590;quickSort
133600;17848960000;68064;2213267;2281331;2077139;0.009576;quickSort
133700;17875690000;68164;2215267;2283431;2078939;0.009612;quickSort
133800;17902440000;68264;2217267;2285531;2080739;0.009589;quickSort
133900;17929210000;68364;2219267;2287631;2082539;0.009652;quickSort
134000;17956000000;68464;2221267;2289731;2084339;0.009838;quickSort
134100;17982810000;68564;2223267;2291831;2086139;0.009933;quickSort
134200;18009640000;68664;2225267;2293931;2087939;0.009891;quickSort
134300;18036490000;68764;2227267;2296031;2089739;0.010420;quickSort
134400;18063360000;68864;2229267;2298131;2091539;0.011212;quickSort
134500;18090250000;68964;2231267;2300231;2093339;0.009890;quickSort
134600;18117160000;69064;2233267;2302331;2095139;0.009884;quickSort
134700;18144090000;69164;2235267;2304431;2096939;0.009936;quickSort
134800;18171040000;69264;2237267;2306531;2098739;0.009901;quickSort
134900;18198010000;69364;2239267;2308631;2100539;0.009893;quickSort
135000;18225000000;69464;2241267;2310731;2102339;0.011067;quickSort
135100;18252010000;69564;2243267;2312831;2104139;0.010169;quickSort
135200;18279040000;69664;2245267;2314931;2105939;0.010021;quickSort
135300;18306090000;69764;2247267;2317031;2107739;0.010046;quickSort
135400;18333160000;69864;2249267;2319131;2109539;0.010027;quickSort
135500;18360250000;69964;2251267;2321231;2111339;0.010058;quickSort
135600;18387360000;70064;2253267;2323331;2113139;0.011110;quickSort
135700;18414490000;70164;2255267;2325431;2114939;0.010355;quickSort
135800;18441640000;70264;2257267;2327531;2116739;0.010046;quickSort
135900;18468810000;70364;2259267;2329631;2118539;0.010047;quickSort
136000;18496000000;70464;2261267;2331731;2120339;0.010057;quickSort
136100;18523210000;70564;2263267;2333831;2122139;0.010076;quickSort
136200;18550440000;70664;2265267;2335931;2123939;0.012036;quickSort
136300;18577690000;70764;2267267;2338031;2125739;0.010247;quickSort
136400;18604960000;70864;2269267;2340131;2127539;0.010187;quickSort
136500;18632250000;70964;2271267;2342231;2129339;0.010752;quickSort
136600;18659560000;71064;2273267;2344331;2131139;0.010144;quickSort
136700;18686890000;71164;2275267;2346431;2132939;0.011149;quickSort
136800;18714240000;71264;2277267;2348531;2134739;0.010188;quickSort
136900;18741610000;71364;2279267;2350631;2136539;0.010201;quickSort
137000;18769000000;71464;2281267;2352731;2138339;0.010173;quickSort
137100;18796410000;71564;2283267;2354831;2140139;0.010160;quickSort
137200;18823840000;71664;2285267;2356931;2141939;0.010151;quickSort
137300;18851290000;71764;2287267;2359031;2143739;0.010366;quickSort
137400;18878760000;71864;2289267;2361131;2145539;0.010216;quickSort
137500;18906250000;71964;2291267;2363231;2147339;0.010233;quickSort
137600;18933760000;72064;2293267;2365331;2149139;0.010222;quickSort
137700;18961290000;72164;2295267;2367431;2150939;0.010229;quickSort
137800;18988840000;72264;2297267;2369531;2152739;0.010276;quickSort
137900;19016410000;72364;2299267;2371631;2154539;0.010245;quickSort
138000;19044000000;72464;2301267;2373731;2156339;0.010136;quickSort
138100;19071610000;72564;2303267;2375831;2158139;0.010030;quickSort
138200;19099240000;72664;2305267;2377931;2159939;0.009991;quickSort
138300;19126890000;72764;2307267;2380031;2161739;0.010016;quickSort
138400;19154560000;72864;2309267;2382131;2163539;0.010647;quickSort
138500;19182250000;72964;2311267;2384231;2165339;0.010316;quickSort
138600;19209960000;73064;2313267;2386331;2167139;0.010328;quickSort
138700;19237690000;73164;2315267;2388431;2168939;0.010412;quickSort
138800;19265440000;73264;2317267;2390531;2170739;0.010315;quickSort
138900;19293210000;73364;2319267;2392631;2172539;0.010342;quickSort
139000;19321000000;73464;2321267;2394731;2174339;0.010576;quickSort
139100;19348810000;73564;2323267;2396831;2176139;0.010372;quickSort
139200;19376640000;73664;2325267;2398931;2177939;0.010363;quickSort
139300;19404490000;73764;2327267;2401031;2179739;0.010350;quickSort
139400;19432360000;73864;2329267;2403131;2181539;0.010393;quickSort
139500;19460250000;73964;2331267;2405231;2183339;0.010391;quickSort
139600;19488160000;74064;2333267;2407331;2185139;0.010377;quickSort
139700;19516090000;74164;2335267;2409431;2186939;0.010384;quickSort
139800;19544040000;74264;2337267;2411531;2188739;0.010415;quickSort
139900;19572010000;74364;2339267;2413631;2190539;0.010427;quickSort
140000;19600000000;74464;2341267;2415731;2192339;0.010425;quickSort
140100;19628010000;74564;2343267;2417831;2194139;0.010505;quickSort
140200;19656040000;74664;2345267;2419931;2195939;0.011277;quickSort
140300;19684090000;74764;2347267;2422031;2197739;0.010449;quickSort
140400;19712160000;74864;2349267;2424131;2199539;0.010611;quickSort
140500;19740250000;74964;2351267;2426231;2201339;0.010542;quickSort
140600;19768360000;75064;2353267;2428331;2203139;0.010503;quickSort
140700;19796490000;75164;2355267;2430431;2204939;0.010541;quickSort
140800;19824640000;75264;2357267;2432531;2206739;0.010234;quickSort
140900;19852810000;75364;2359267;2434631;2208539;0.010263;quickSort
141000;19881000000;75464;2361267;2436731;2210339;0.010263;quickSort
141100;19909210000;75564;2363267;2438831;2212139;0.010263;quickSort
141200;19937440000;75664;2365267;2440931;2213939;0.010334;quickSort
141300;19965690000;75764;2367267;2443031;2215739;0.010540;quickSort
141400;19993960000;75864;2369267;2445131;2217539;0.010580;quickSort
141500;20022250000;75964;2371267;2447231;2219339;0.010600;quickSort
141600;20050560000;76064;2373267;2449331;2221139;0.010554;quickSort
141700;20078890000;76164;2375267;2451431;2222939;0.010634;quickSort
141800;20107240000;76264;2377267;2453531;2224739;0.010613;quickSort
141900;20135610000;76364;2379267;2455631;2226539;0.010598;quickSort
142000;20164000000;76464;2381267;2457731;2228339;0.010625;quickSort
142100;20192410000;76564;2383267;2459831;2230139;0.010631;quickSort
142200;20220840000;76664;2385267;2461931;2231939;0.010747;quickSort
142300;20249290000;76764;2387267;2464031;2233739;0.010661;quickSort
142400;20277760000;76864;2389267;2466131;2235539;0.010627;quickSort
142500;20306250000;76964;2391267;2468231;2237339;0.011083;quickSort
142600;20334760000;77064;2393267;2470331;2239139;0.010672;quickSort
142700;20363290000;77164;2395267;2472431;2240939;0.010737;quickSort
142800;20391840000;77264;2397267;2474531;2242739;0.010697;quickSort
142900;20420410000;77364;2399267;2476631;2244539;0.010706;quickSort
143000;20449000000;77464;2401267;2478731;2246339;0.010698;quickSort
143100;20477610000;77564;2403267;2480831;2248139;0.010722;quickSort
143200;20506240000;77664;2405267;2482931;2249939;0.010767;quickSort
143300;20534890000;77764;2407267;2485031;2251739;0.010754;quickSort
143400;20563560000;77864;2409267;2487131;2253539;0.010758;quickSort
143500;20592250000;77964;2411267;2489231;2255339;0.010764;quickSort
143600;20620960000;78064;2413267;2491331;2257139;0.012653;quickSort
143700;20649690000;78164;2415267;2493431;2258939;0.010796;quickSort
143800;20678440000;78264;2417267;2495531;2260739;0.010774;quickSort
143900;20707210000;78364;2419267;2497631;2262539;0.010821;quickSort
144000;20736000000;78464;2421267;2499731;2264339;0.010944;quickSort
144100;20764810000;78564;2423267;2501831;2266139;0.010826;quickSort
144200;20793640000;78664;2425267;2503931;2267939;0.010872;quickSort
144300;20822490000;78764;2427267;2506031;2269739;0.010834;quickSort
144400;20851360000;78864;2429267;2508131;2271539;0.012490;quickSort
144500;20880250000;78964;2431267;2510231;2273339;0.010849;quickSort
144600;20909160000;79064;2433267;2512331;2275139;0.010832;quickSort
144700;20938090000;79164;2435267;2514431;2276939;0.010873;quickSort
144800;20967040000;79264;2437267;2516531;2278739;0.010871;quickSort
144900;20996010000;79364;2439267;2518631;2280539;0.010875;quickSort
145000;21025000000;79464;2441267;2520731;2282339;0.010897;quickSort
145100;21054010000;79564;2443267;2522831;2284139;0.011016;quickSort
145200;21083040000;79664;2445267;2524931;2285939;0.010902;quickSort
145300;21112090000;79764;2447267;2527031;2287739;0.011573;quickSort
145400;21141160000;79864;2449267;2529131;2289539;0.010943;quickSort
145500;21170250000;79964;2451267;2531231;2291339;0.010993;quickSort
145600;21199360000;80064;2453267;2533331;2293139;0.010918;quickSort
145700;21228490000;80164;2455267;2535431;2294939;0.011572;quickSort
145800;21257640000;80264;2457267;2537531;2296739;0.010969;quickSort
145900;21286810000;80364;2459267;2539631;2298539;0.011014;quickSort
146000;21316000000;80464;2461267;2541731;2300339;0.010961;quickSort
146100;21345210000;80564;2463267;2543831;2302139;0.010957;quickSort
146200;21374440000;80664;2465267;2545931;2303939;0.011569;quickSort
146300;21403690000;80764;2467267;2548031;2305739;0.011046;quickSort
146400;21432960000;80864;2469267;2550131;2307539;0.011031;quickSort
146500;21462250000;80964;2471267;2552231;2309339;0.010994;quickSort
146600;21491560000;81064;2473267;2554331;2311139;0.011543;quickSort
146700;21520890000;81164;2475267;2556431;2312939;0.011019;quickSort
146800;21550240000;81264;2477267;2558531;2314739;0.011029;quickSort
146900;21579610000;81364;2479267;2560631;2316539;0.011024;quickSort
147000;21609000000;81464;2481267;2562731;2318339;0.011023;quickSort
147100;21638410000;81564;2483267;2564831;2320139;0.011060;quickSort
147200;21667840000;81664;2485267;2566931;2321939;0.011058;quickSort
147300;21697290000;81764;2487267;2569031;2323739;0.011092;quickSort
147400;21726760000;81864;2489267;2571131;2325539;0.011127;quickSort
147500;21756250000;81964;2491267;2573231;2327339;0.011065;quickSort
147600;21785760000;82064;2493267;2575331;2329139;0.011506;quickSort
147700;21815290000;82164;2495267;2577431;2330939;0.011082;quickSort
147800;21844840000;82264;2497267;2579531;2332739;0.011283;quickSort
147900;21874410000;82364;2499267;2581631;2334539;0.011127;quickSort
148000;21904000000;82464;2501267;2583731;2336339;0.011119;quickSort
148100;21933610000;82564;2503267;2585831;2338139;0.011158;quickSort
148200;21963240000;82664;2505267;2587931;2339939;0.011168;quickSort
148300;21992890000;82764;2507267;2590031;2341739;0.011182;quickSort
148400;22022560000;82864;2509267;2592131;2343539;0.012633;quickSort
148500;22052250000;82964;2511267;2594231;2345339;0.011207;quickSort
148600;22081960000;83064;2513267;2596331;2347139;0.011208;quickSort
148700;22111690000;83164;2515267;2598431;2348939;0.011194;quickSort
148800;22141440000;83264;2517267;2600531;2350739;0.011225;quickSort
148900;22171210000;83364;2519267;2602631;2352539;0.011226;quickSort
149000;22201000000;83464;2521267;2604731;2354339;0.011295;quickSort
149100;22230810000;83564;2523267;2606831;2356139;0.011495;quickSort
149200;22260640000;83664;2525267;2608931;2357939;0.011338;quickSort
149300;22290490000;83764;2527267;2611031;2359739;0.011328;quickSort
149400;22320360000;83864;2529267;2613131;2361539;0.011380;quickSort
149500;22350250000;83964;2531267;2615231;2363339;0.011414;quickSort
149600;22380160000;84064;2533267;2617331;2365139;0.011028;quickSort
149700;22410090000;84164;2535267;2619431;2366939;0.011000;quickSort
149800;22440040000;84264;2537267;2621531;2368739;0.011361;quickSort
149900;22470010000;84364;2539267;2623631;2370539;0.011341;quickSort
150000;22500000000;84464;2541267;2625731;2372339;0.011343;quickSort
150100;22530010000;84564;2543267;2627831;2374139;0.011346;quickSort
150200;22560040000;84664;2545267;2629931;2375939;0.011339;quickSort
150300;22590090000;84764;2547267;2632031;2377739;0.011421;quickSort
150400;22620160000;84864;2549267;2634131;2379539;0.011359;quickSort
150500;22650250000;84964;2551267;2636231;2381339;0.011437;quickSort
150600;22680360000;85064;2553267;2638331;2383139;0.011421;quickSort
150700;22710490000;85164;2555267;2640431;2384939;0.011410;quickSort
150800;22740640000;85264;2557267;2642531;2386739;0.011473;quickSort
150900;22770810000;85364;2559267;2644631;2388539;0.012057;quickSort
151000;22801000000;85464;2561267;2646731;2390339;0.011478;quickSort
151100;22831210000;85564;2563267;2648831;2392139;0.011480;quickSort
151200;22861440000;85664;2565267;2650931;2393939;0.011480;quickSort
151300;22891690000;85764;2567267;2653031;2395739;0.011477;quickSort
151400;22921960000;85864;2569267;2655131;2397539;0.011511;quickSort
151500;22952250000;85964;2571267;2657231;2399339;0.011493;quickSort
151600;22982560000;86064;2573267;2659331;2401139;0.011496;quickSort
151700;23012890000;86164;2575267;2661431;2402939;0.011514;quickSort
151800;23043240000;86264;2577267;2663531;2404739;0.011562;quickSort
151900;23073610000;86364;2579267;2665631;2406539;0.011515;quickSort
152000;23104000000;86464;2581267;2667731;2408339;0.011546;quickSort
152100;23134410000;86564;2583267;2669831;2410139;0.011550;quickSort
152200;23164840000;86664;2585267;2671931;2411939;0.011557;quickSort
152300;23195290000;86764;2587267;2674031;2413739;0.011622;quickSort
152400;23225760000;86864;2589267;2676131;2415539;0.011697;quickSort
152500;23256250000;86964;2591267;2678231;2417339;0.011615;quickSort
152600;23286760000;87064;2593267;2680331;2419139;0.011611;quickSort
152700;23317290000;87164;2595267;2682431;2420939;0.012745;quickSort
152800;23347840000;87264;2597267;2684531;2422739;0.011622;quickSort
152900;23378410000;87364;2599267;2686631;2424539;0.011604;quickSort
153000;23409000000;87464;2601267;2688731;2426339;0.011712;quickSort
153100;23439610000;87564;2603267;2690831;2428139;0.013996;quickSort
153200;23470240000;87664;2605267;2692931;2429939;0.011657;quickSort
153300;23500890000;87764;2607267;2695031;2431739;0.011641;quickSort
153400;23531560000;87864;2609267;2697131;2433539;0.011651;quickSort
153500;23562250000;87964;2611267;2699231;2435339;0.011680;quickSort
153600;23592960000;88064;2613267;2701331;2437139;0.011666;quickSort
153700;23623690000;88164;2615267;2703431;2438939;0.011706;quickSort
153800;23654440000;88264;2617267;2705531;2440739;0.011713;quickSort
153900;23685210000;88364;2619267;2707631;2442539;0.011803;quickSort
154000;23716000000;88464;2621267;2709731;2444339;0.011752;quickSort
154100;23746810000;88564;2623267;2711831;2446139;0.012203;quickSort
154200;23777640000;88664;2625267;2713931;2447939;0.011442;quickSort
154300;23808490000;88764;2627267;2716031;2449739;0.011456;quickSort
154400;23839360000;88864;2629267;2718131;2451539;0.011457;quickSort
154500;23870250000;88964;2631267;2720231;2453339;0.011454;quickSort
154600;23901160000;89064;2633267;2722331;2455139;0.012268;quickSort
154700;23932090000;89164;2635267;2724431;2456939;0.011838;quickSort
154800;23963040000;89264;2637267;2726531;2458739;0.011782;quickSort
154900;23994010000;89364;2639267;2728631;2460539;0.011836;quickSort
155000;24025000000;89464;2641267;2730731;2462339;0.011837;quickSort
155100;24056010000;89564;2643267;2732831;2464139;0.011857;quickSort
155200;24087040000;89664;2645267;2734931;2465939;0.011831;quickSort
155300;24118090000;89764;2647267;2737031;2467739;0.011861;quickSort
155400;24149160000;89864;2649267;2739131;2469539;0.012179;quickSort
155500;24180250000;89964;2651267;2741231;2471339;0.011860;quickSort
155600;24211360000;90064;2653267;2743331;2473139;0.011880;quickSort
155700;24242490000;90164;2655267;2745431;2474939;0.011850;quickSort
155800;24273640000;90264;2657267;2747531;2476739;0.011888;quickSort
155900;24304810000;90364;2659267;2749631;2478539;0.012091;quickSort
156000;24336000000;90464;2661267;2751731;2480339;0.012054;quickSort
156100;24367210000;90564;2663267;2753831;2482139;0.011918;quickSort
156200;24398440000;90664;2665267;2755931;2483939;0.011909;quickSort
156300;24429690000;90764;2667267;2758031;2485739;0.011949;quickSort
156400;24460960000;90864;2669267;2760131;2487539;0.011938;quickSort
156500;24492250000;90964;2671267;2762231;2489339;0.011959;quickSort
156600;24523560000;91064;2673267;2764331;2491139;0.011962;quickSort
156700;24554890000;91164;2675267;2766431;2492939;0.012059;quickSort
156800;24586240000;91264;2677267;2768531;2494739;0.012133;quickSort
156900;24617610000;91364;2679267;2770631;2496539;0.011988;quickSort
157000;24649000000;91464;2681267;2772731;2498339;0.012047;quickSort
157100;24680410000;91564;2683267;2774831;2500139;0.012457;quickSort
157200;24711840000;91664;2685267;2776931;2501939;0.012014;quickSort
157300;24743290000;91764;2687267;2779031;2503739;0.012073;quickSort
157400;24774760000;91864;2689267;2781131;2505539;0.012072;quickSort
157500;24806250000;91964;2691267;2783231;2507339;0.012371;quickSort
157600;24837760000;92064;2693267;2785331;2509139;0.012103;quickSort
157700;24869290000;92164;2695267;2787431;2510939;0.012115;quickSort
157800;24900840000;92264;2697267;2789531;2512739;0.012090;quickSort
157900;24932410000;92364;2699267;2791631;2514539;0.012103;quickSort
158000;24964000000;92464;2701267;2793731;2516339;0.012123;quickSort
158100;24995610000;92564;2703267;2795831;2518139;0.012153;quickSort
158200;25027240000;92664;2705267;2797931;2519939;0.012229;quickSort
158300;25058890000;92764;2707267;2800031;2521739;0.012284;quickSort
158400;25090560000;92864;2709267;2802131;2523539;0.012320;quickSort
158500;25122250000;92964;2711267;2804231;2525339;0.012296;quickSort
158600;25153960000;93064;2713267;2806331;2527139;0.012255;quickSort
158700;25185690000;93164;2715267;2808431;2528939;0.012257;quickSort
158800;25217440000;93264;2717267;2810531;2530739;0.012085;quickSort
158900;25249210000;93364;2719267;2812631;2532539;0.011888;quickSort
159000;25281000000;93464;2721267;2814731;2534339;0.012019;quickSort
159100;25312810000;93564;2723267;2816831;2536139;0.012218;quickSort
159200;25344640000;93664;2725267;2818931;2537939;0.012220;quickSort
159300;25376490000;93764;2727267;2821031;2539739;0.012238;quickSort
159400;25408360000;93864;2729267;2823131;2541539;0.012422;quickSort
159500;25440250000;93964;2731267;2825231;2543339;0.012269;quickSort
159600;25472160000;94064;2733267;2827331;2545139;0.012274;quickSort
159700;25504090000;94164;2735267;2829431;2546939;0.012370;quickSort
159800;25536040000;94264;2737267;2831531;2548739;0.012284;quickSort
159900;25568010000;94364;2739267;2833631;2550539;0.012311;quickSort
160000;25600000000;94464;2741267;2835731;2552339;0.012325;quickSort
160100;25632010000;94564;2743267;2837831;2554139;0.012701;quickSort
160200;25664040000;94664;2745267;2839931;2555939;0.012402;quickSort
160300;25696090000;94764;2747267;2842031;2557739;0.012363;quickSort
160400;25728160000;94864;2749267;2844131;2559539;0.012517;quickSort
160500;25760250000;94964;2751267;2846231;2561339;0.012463;quickSort
160600;25792360000;95064;2753267;2848331;2563139;0.012967;quickSort
160700;25824490000;95164;2755267;2850431;2564939;0.012379;quickSort
160800;25856640000;95264;2757267;2852531;2566739;0.012412;quickSort
160900;25888810000;95364;2759267;2854631;2568539;0.012521;quickSort
161000;25921000000;95464;2761267;2856731;2570339;0.014536;quickSort
161100;25953210000;95564;2763267;2858831;2572139;0.012423;quickSort
161200;25985440000;95664;2765267;2860931;2573939;0.012497;quickSort
161300;26017690000;95764;2767267;2863031;2575739;0.012512;quickSort
161400;26049960000;95864;2769267;2865131;2577539;0.012428;quickSort
161500;26082250000;95964;2771267;2867231;2579339;0.012781;quickSort
161600;26114560000;96064;2773267;2869331;2581139;0.012474;quickSort
161700;26146890000;96164;2775267;2871431;2582939;0.012492;quickSort
161800;26179240000;96264;2777267;2873531;2584739;0.012516;quickSort
161900;26211610000;96364;2779267;2875631;2586539;0.012488;quickSort
162000;26244000000;96464;2781267;2877731;2588339;0.012569;quickSort
162100;26276410000;96564;2783267;2879831;2590139;0.012767;quickSort
162200;26308840000;96664;2785267;2881931;2591939;0.012498;quickSort
162300;26341290000;96764;2787267;2884031;2593739;0.012577;quickSort
162400;26373760000;96864;2789267;2886131;2595539;0.012597;quickSort
162500;26406250000;96964;2791267;2888231;2597339;0.012539;quickSort
