Кол-во элементов;Кол-во элементов в ^ 2;Кол-во перестановок;Кол-во сравнений;Сумма сравнений и перестановок;Кол-во итераций;Время на сортировку;Тип сортировки
246400;60712960000;131071;4319888;4450959;4057746;0.018984;quickSort
246500;60762250000;131071;4321588;4452659;4059446;0.019382;quickSort
246600;60811560000;131071;4323288;4454359;4061146;0.019021;quickSort
246700;60860890000;131071;4324988;4456059;4062846;0.019075;quickSort
246800;60910240000;131071;4326688;4457759;4064546;0.019368;quickSort
246900;60959610000;131071;4328388;4459459;4066246;0.019043;quickSort
247000;61009000000;131071;4330088;4461159;4067946;0.019030;quickSort
247100;61058410000;131071;4331788;4462859;4069646;0.019403;quickSort
247200;61107840000;131071;4333488;4464559;4071346;0.019356;quickSort
247300;61157290000;131071;4335188;4466259;4073046;0.019046;quickSort
247400;61206760000;131071;4336888;4467959;4074746;0.019087;quickSort
247500;61256250000;131071;4338588;4469659;4076446;0.019154;quickSort
247600;61305760000;131071;4340288;4471359;4078146;0.019038;quickSort
247700;61355290000;131071;4341988;4473059;4079846;0.018819;quickSort
247800;61404840000;131071;4343688;4474759;4081546;0.018646;quickSort
247900;61454410000;131071;4345388;4476459;4083246;0.018700;quickSort
248000;61504000000;131071;4347088;4478159;4084946;0.019134;quickSort
248100;61553610000;131071;4348788;4479859;4086646;0.019071;quickSort
248200;61603240000;131071;4350488;4481559;4088346;0.019126;quickSort
248300;61652890000;131071;4352188;4483259;4090046;0.019211;quickSort
248400;61702560000;131071;4353888;4484959;4091746;0.019102;quickSort
248500;61752250000;131071;4355588;4486659;4093446;0.019173;quickSort
248600;61801960000;131071;4357288;4488359;4095146;0.019256;quickSort
248700;61851690000;131071;4358988;4490059;4096846;0.019253;quickSort
248800;61901440000;131071;4360688;4491759;4098546;0.019234;quickSort
248900;61951210000;131071;4362388;4493459;4100246;0.019146;quickSort
249000;62001000000;131071;4364088;4495159;4101946;0.019201;quickSort
249100;62050810000;131071;4365788;4496859;4103646;0.019831;quickSort
249200;62100640000;131071;4367488;4498559;4105346;0.019186;quickSort
249300;62150490000;131071;4369188;4500259;4107046;0.019208;quickSort
249400;62200360000;131071;4370888;4501959;4108746;0.019727;quickSort
249500;62250250000;131071;4372588;4503659;4110446;0.019480;quickSort
249600;62300160000;131071;4374288;4505359;4112146;0.019334;quickSort
249700;62350090000;131071;4375988;4507059;4113846;0.019387;quickSort
249800;62400040000;131071;4377688;4508759;4115546;0.019259;quickSort
249900;62450010000;131071;4379388;4510459;4117246;0.019293;quickSort
250000;62500000000;131071;4381088;4512159;4118946;0.019287;quickSort
250100;62550010000;131071;4382788;4513859;4120646;0.019308;quickSort
250200;62600040000;131071;4384488;4515559;4122346;0.019224;quickSort
250300;62650090000;131071;4386188;4517259;4124046;0.019246;quickSort
250400;62700160000;131071;4387888;4518959;4125746;0.019524;quickSort
250500;62750250000;131071;4389588;4520659;4127446;0.019725;quickSort
250600;62800360000;131071;4391288;4522359;4129146;0.018856;quickSort
250700;62850490000;131071;4392988;4524059;4130846;0.020473;quickSort
250800;62900640000;131071;4394688;4525759;4132546;0.019314;quickSort
250900;62950810000;131071;4396388;4527459;4134246;0.019344;quickSort
251000;63001000000;131071;4398088;4529159;4135946;0.019309;quickSort
251100;63051210000;131071;4399788;4530859;4137646;0.019339;quickSort
251200;63101440000;131071;4401488;4532559;4139346;0.019343;quickSort
251300;63151690000;131071;4403188;4534259;4141046;0.019391;quickSort
251400;63201960000;131071;4404888;4535959;4142746;0.019368;quickSort
251500;63252250000;131071;4406588;4537659;4144446;0.019396;quickSort
251600;63302560000;131071;4408288;4539359;4146146;0.019368;quickSort
251700;63352890000;131071;4409988;4541059;4147846;0.019409;quickSort
251800;63403240000;131071;4411688;4542759;4149546;0.019425;quickSort
251900;63453610000;131071;4413388;4544459;4151246;0.019457;quickSort
252000;63504000000;131071;4415088;4546159;4152946;0.018957;quickSort
252100;63554410000;131071;4416788;4547859;4154646;0.018932;quickSort
252200;63604840000;131071;4418488;4549559;4156346;0.019117;quickSort
252300;63655290000;131071;4420188;4551259;4158046;0.021217;quickSort
252400;63705760000;131071;4421888;4552959;4159746;0.019530;quickSort
252500;63756250000;131071;4423588;4554659;4161446;0.019599;quickSort
252600;63806760000;131071;4425288;4556359;4163146;0.019705;quickSort
252700;63857290000;131071;4426988;4558059;4164846;0.019462;quickSort
252800;63907840000;131071;4428688;4559759;4166546;0.019461;quickSort
252900;63958410000;131071;4430388;4561459;4168246;0.019475;quickSort
253000;64009000000;131071;4432088;4563159;4169946;0.019464;quickSort
253100;64059610000;131071;4433788;4564859;4171646;0.019266;quickSort
253200;64110240000;131071;4435488;4566559;4173346;0.019464;quickSort
253300;64160890000;131071;4437188;4568259;4175046;0.020369;quickSort
253400;64211560000;131071;4438888;4569959;4176746;0.020218;quickSort
253500;64262250000;131071;4440588;4571659;4178446;0.020129;quickSort
253600;64312960000;131071;4442288;4573359;4180146;0.020782;quickSort
253700;64363690000;131071;4443988;4575059;4181846;0.019515;quickSort
253800;64414440000;131071;4445688;4576759;4183546;0.020302;quickSort
253900;64465210000;131071;4447388;4578459;4185246;0.019547;quickSort
254000;64516000000;131071;4449088;4580159;4186946;0.019611;quickSort
254100;64566810000;131071;4450788;4581859;4188646;0.019603;quickSort
254200;64617640000;131071;4452488;4583559;4190346;0.019577;quickSort
254300;64668490000;131071;4454188;4585259;4192046;0.020400;quickSort
254400;64719360000;131071;4455888;4586959;4193746;0.019558;quickSort
254500;64770250000;131071;4457588;4588659;4195446;0.019603;quickSort
254600;64821160000;131071;4459288;4590359;4197146;0.019598;quickSort
254700;64872090000;131071;4460988;4592059;4198846;0.019609;quickSort
254800;64923040000;131071;4462688;4593759;4200546;0.019620;quickSort
254900;64974010000;131071;4464388;4595459;4202246;0.019963;quickSort
255000;65025000000;131071;4466088;4597159;4203946;0.019950;quickSort
255100;65076010000;131071;4467788;4598859;4205646;0.019644;quickSort
255200;65127040000;131071;4469488;4600559;4207346;0.019657;quickSort
255300;65178090000;131071;4471188;4602259;4209046;0.019686;quickSort
255400;65229160000;131071;4472888;4603959;4210746;0.019716;quickSort
255500;65280250000;131071;4474588;4605659;4212446;0.019846;quickSort
255600;65331360000;131071;4476288;4607359;4214146;0.019674;quickSort
255700;65382490000;131071;4477988;4609059;4215846;0.019667;quickSort
255800;65433640000;131071;4479688;4610759;4217546;0.019656;quickSort
255900;65484810000;131071;4481388;4612459;4219246;0.020423;quickSort
256000;65536000000;131071;4483088;4614159;4220946;0.019721;quickSort
256100;65587210000;131071;4484788;4615859;4222646;0.019721;quickSort
256200;65638440000;131071;4486488;4617559;4224346;0.019746;quickSort
256300;65689690000;131071;4488188;4619259;4226046;0.019713;quickSort
256400;65740960000;131071;4489888;4620959;4227746;0.019726;quickSort
256500;65792250000;131071;4491588;4622659;4229446;0.021341;quickSort
256600;65843560000;131071;4493288;4624359;4231146;0.019723;quickSort
256700;65894890000;131071;4494988;4626059;4232846;0.019700;quickSort
256800;65946240000;131071;4496688;4627759;4234546;0.019772;quickSort
256900;65997610000;131071;4498388;4629459;4236246;0.019729;quickSort
257000;66049000000;131071;4500088;4631159;4237946;0.019773;quickSort
257100;66100410000;131071;4501788;4632859;4239646;0.019702;quickSort
257200;66151840000;131071;4503488;4634559;4241346;0.019727;quickSort
257300;66203290000;131071;4505188;4636259;4243046;0.019892;quickSort
257400;66254760000;131071;4506888;4637959;4244746;0.019776;quickSort
257500;66306250000;131071;4508588;4639659;4246446;0.019783;quickSort
257600;66357760000;131071;4510288;4641359;4248146;0.019704;quickSort
257700;66409290000;131071;4511988;4643059;4249846;0.020002;quickSort
257800;66460840000;131071;4513688;4644759;4251546;0.019786;quickSort
257900;66512410000;131071;4515388;4646459;4253246;0.021467;quickSort
258000;66564000000;131071;4517088;4648159;4254946;0.020859;quickSort
258100;66615610000;131071;4518788;4649859;4256646;0.019641;quickSort
258200;66667240000;131071;4520488;4651559;4258346;0.020502;quickSort
258300;66718890000;131071;4522188;4653259;4260046;0.020960;quickSort
258400;66770560000;131071;4523888;4654959;4261746;0.020738;quickSort
258500;66822250000;131071;4525588;4656659;4263446;0.019818;quickSort
258600;66873960000;131071;4527288;4658359;4265146;0.020359;quickSort
258700;66925690000;131071;4528988;4660059;4266846;0.020140;quickSort
258800;66977440000;131071;4530688;4661759;4268546;0.020131;quickSort
258900;67029210000;131071;4532388;4663459;4270246;0.019849;quickSort
259000;67081000000;131071;4534088;4665159;4271946;0.020059;quickSort
259100;67132810000;131071;4535788;4666859;4273646;0.019946;quickSort
259200;67184640000;131071;4537488;4668559;4275346;0.019940;quickSort
259300;67236490000;131071;4539188;4670259;4277046;0.019491;quickSort
259400;67288360000;131071;4540888;4671959;4278746;0.019355;quickSort
259500;67340250000;131071;4542588;4673659;4280446;0.019506;quickSort
259600;67392160000;131071;4544288;4675359;4282146;0.020309;quickSort
259700;67444090000;131071;4545988;4677059;4283846;0.019894;quickSort
259800;67496040000;131071;4547688;4678759;4285546;0.020457;quickSort
259900;67548010000;131071;4549388;4680459;4287246;0.020146;quickSort
260000;67600000000;131071;4551088;4682159;4288946;0.019910;quickSort
260100;67652010000;131071;4552788;4683859;4290646;0.020139;quickSort
260200;67704040000;131071;4554488;4685559;4292346;0.019935;quickSort
260300;67756090000;131071;4556188;4687259;4294046;0.019882;quickSort
260400;67808160000;131071;4557888;4688959;4295746;0.019919;quickSort
260500;67860250000;131071;4559588;4690659;4297446;0.019896;quickSort
260600;67912360000;131071;4561288;4692359;4299146;0.019948;quickSort
260700;67964490000;131071;4562988;4694059;4300846;0.019980;quickSort
260800;68016640000;131071;4564688;4695759;4302546;0.019958;quickSort
260900;68068810000;131071;4566388;4697459;4304246;0.019910;quickSort
261000;68121000000;131071;4568088;4699159;4305946;0.020185;quickSort
261100;68173210000;131071;4569788;4700859;4307646;0.020492;quickSort
261200;68225440000;131071;4571488;4702559;4309346;0.019996;quickSort
261300;68277690000;131071;4573188;4704259;4311046;0.020062;quickSort
261400;68329960000;131071;4574888;4705959;4312746;0.021868;quickSort
261500;68382250000;131071;4576588;4707659;4314446;0.024153;quickSort
261600;68434560000;131071;4578288;4709359;4316146;0.020020;quickSort
261700;68486890000;131071;4579988;4711059;4317846;0.020036;quickSort
261800;68539240000;131071;4581688;4712759;4319546;0.020039;quickSort
261900;68591610000;131071;4583388;4714459;4321246;0.020146;quickSort
262000;68644000000;131071;4585088;4716159;4322946;0.020029;quickSort
262100;68696410000;131071;4586788;4717859;4324646;0.019724;quickSort
262200;68748840000;131128;4588716;4719844;4326460;0.019508;quickSort
262300;68801290000;131228;4590816;4722044;4328360;0.020032;quickSort
262400;68853760000;131328;4592916;4724244;4330260;0.020008;quickSort
262500;68906250000;131428;4595016;4726444;4332160;0.020052;quickSort
262600;68958760000;131528;4597116;4728644;4334060;0.020113;quickSort
262700;69011290000;131628;4599216;4730844;4335960;0.020043;quickSort
262800;69063840000;131728;4601316;4733044;4337860;0.020036;quickSort
262900;69116410000;131828;4603416;4735244;4339760;0.020161;quickSort
263000;69169000000;131928;4605516;4737444;4341660;0.020234;quickSort
263100;69221610000;132028;4607616;4739644;4343560;0.020156;quickSort
263200;69274240000;132128;4609716;4741844;4345460;0.020166;quickSort
263300;69326890000;132228;4611816;4744044;4347360;0.020189;quickSort
263400;69379560000;132328;4613916;4746244;4349260;0.021721;quickSort
263500;69432250000;132428;4616016;4748444;4351160;0.020273;quickSort
263600;69484960000;132528;4618116;4750644;4353060;0.020287;quickSort
263700;69537690000;132628;4620216;4752844;4354960;0.020383;quickSort
263800;69590440000;132728;4622316;4755044;4356860;0.020281;quickSort
263900;69643210000;132828;4624416;4757244;4358760;0.020743;quickSort
264000;69696000000;132928;4626516;4759444;4360660;0.020431;quickSort
264100;69748810000;133028;4628616;4761644;4362560;0.020461;quickSort
264200;69801640000;133128;4630716;4763844;4364460;0.020237;quickSort
264300;69854490000;133228;4632816;4766044;4366360;0.020294;quickSort
264400;69907360000;133328;4634916;4768244;4368260;0.020617;quickSort
264500;69960250000;133428;4637016;4770444;4370160;0.020418;quickSort
264600;70013160000;133528;4639116;4772644;4372060;0.019925;quickSort
264700;70066090000;133628;4641216;4774844;4373960;0.019858;quickSort
264800;70119040000;133728;4643316;4777044;4375860;0.020509;quickSort
264900;70172010000;133828;4645416;4779244;4377760;0.020394;quickSort
265000;70225000000;133928;4647516;4781444;4379660;0.020496;quickSort
265100;70278010000;134028;4649616;4783644;4381560;0.020350;quickSort
265200;70331040000;134128;4651716;4785844;4383460;0.020350;quickSort
265300;70384090000;134228;4653816;4788044;4385360;0.020371;quickSort
265400;70437160000;134328;4655916;4790244;4387260;0.020860;quickSort
265500;70490250000;134428;4658016;4792444;4389160;0.020370;quickSort
265600;70543360000;134528;4660116;4794644;4391060;0.020386;quickSort
265700;70596490000;134628;4662216;4796844;4392960;0.020690;quickSort
265800;70649640000;134728;4664316;4799044;4394860;0.020837;quickSort
265900;70702810000;134828;4666416;4801244;4396760;0.020650;quickSort
266000;70756000000;134928;4668516;4803444;4398660;0.020853;quickSort
266100;70809210000;135028;4670616;4805644;4400560;0.020972;quickSort
266200;70862440000;135128;4672716;4807844;4402460;0.020932;quickSort
266300;70915690000;135228;4674816;4810044;4404360;0.021147;quickSort
266400;70968960000;135328;4676916;4812244;4406260;0.020536;quickSort
266500;71022250000;135428;4679016;4814444;4408160;0.021017;quickSort
266600;71075560000;135528;4681116;4816644;4410060;0.021099;quickSort
266700;71128890000;135628;4683216;4818844;4411960;0.020592;quickSort
266800;71182240000;135728;4685316;4821044;4413860;0.020969;quickSort
266900;71235610000;135828;4687416;4823244;4415760;0.022552;quickSort
267000;71289000000;135928;4689516;4825444;4417660;0.020605;quickSort
267100;71342410000;136028;4691616;4827644;4419560;0.020646;quickSort
267200;71395840000;136128;4693716;4829844;4421460;0.021132;quickSort
267300;71449290000;136228;4695816;4832044;4423360;0.020661;quickSort
267400;71502760000;136328;4697916;4834244;4425260;0.020660;quickSort
267500;71556250000;136428;4700016;4836444;4427160;0.020703;quickSort
267600;71609760000;136528;4702116;4838644;4429060;0.020702;quickSort
267700;71663290000;136628;4704216;4840844;4430960;0.020676;quickSort
267800;71716840000;136728;4706316;4843044;4432860;0.020681;quickSort
267900;71770410000;136828;4708416;4845244;4434760;0.020640;quickSort
268000;71824000000;136928;4710516;4847444;4436660;0.020731;quickSort
268100;71877610000;137028;4712616;4849644;4438560;0.020685;quickSort
268200;71931240000;137128;4714716;4851844;4440460;0.020810;quickSort
268300;71984890000;137228;4716816;4854044;4442360;0.021125;quickSort
268400;72038560000;137328;4718916;4856244;4444260;0.021007;quickSort
268500;72092250000;137428;4721016;4858444;4446160;0.020831;quickSort
268600;72145960000;137528;4723116;4860644;4448060;0.020818;quickSort
268700;72199690000;137628;4725216;4862844;4449960;0.021638;quickSort
268800;72253440000;137728;4727316;4865044;4451860;0.020922;quickSort
268900;72307210000;137828;4729416;4867244;4453760;0.020823;quickSort
269000;72361000000;137928;4731516;4869444;4455660;0.020897;quickSort
269100;72414810000;138028;4733616;4871644;4457560;0.020817;quickSort
269200;72468640000;138128;4735716;4873844;4459460;0.020889;quickSort
269300;72522490000;138228;4737816;4876044;4461360;0.020905;quickSort
269400;72576360000;138328;4739916;4878244;4463260;0.020921;quickSort
269500;72630250000;138428;4742016;4880444;4465160;0.020895;quickSort
269600;72684160000;138528;4744116;4882644;4467060;0.022961;quickSort
269700;72738090000;138628;4746216;4884844;4468960;0.020910;quickSort
269800;72792040000;138728;4748316;4887044;4470860;0.020973;quickSort
269900;72846010000;138828;4750416;4889244;4472760;0.020897;quickSort
270000;72900000000;138928;4752516;4891444;4474660;0.020855;quickSort
270100;72954010000;139028;4754616;4893644;4476560;0.021080;quickSort
270200;73008040000;139128;4756716;4895844;4478460;0.021123;quickSort
270300;73062090000;139228;4758816;4898044;4480360;0.021552;quickSort
270400;73116160000;139328;4760916;4900244;4482260;0.021069;quickSort
270500;73170250000;139428;4763016;4902444;4484160;0.021046;quickSort
270600;73224360000;139528;4765116;4904644;4486060;0.021066;quickSort
270700;73278490000;139628;4767216;4906844;4487960;0.021008;quickSort
270800;73332640000;139728;4769316;4909044;4489860;0.021019;quickSort
270900;73386810000;139828;4771416;4911244;4491760;0.021014;quickSort
271000;73441000000;139928;4773516;4913444;4493660;0.021061;quickSort
271100;73495210000;140028;4775616;4915644;4495560;0.023065;quickSort
271200;73549440000;140128;4777716;4917844;4497460;0.021405;quickSort
271300;73603690000;140228;4779816;4920044;4499360;0.023006;quickSort
271400;73657960000;140328;4781916;4922244;4501260;0.023758;quickSort
271500;73712250000;140428;4784016;4924444;4503160;0.021297;quickSort
271600;73766560000;140528;4786116;4926644;4505060;0.021196;quickSort
271700;73820890000;140628;4788216;4928844;4506960;0.021207;quickSort
271800;73875240000;140728;4790316;4931044;4508860;0.021154;quickSort
271900;73929610000;140828;4792416;4933244;4510760;0.021286;quickSort
272000;73984000000;140928;4794516;4935444;4512660;0.021171;quickSort
272100;74038410000;141028;4796616;4937644;4514560;0.021180;quickSort
272200;74092840000;141128;4798716;4939844;4516460;0.021107;quickSort
272300;74147290000;141228;4800816;4942044;4518360;0.021192;quickSort
272400;74201760000;141328;4802916;4944244;4520260;0.021206;quickSort
272500;74256250000;141428;4805016;4946444;4522160;0.021140;quickSort
272600;74310760000;141528;4807116;4948644;4524060;0.021212;quickSort
272700;74365290000;141628;4809216;4950844;4525960;0.021240;quickSort
272800;74419840000;141728;4811316;4953044;4527860;0.021191;quickSort
272900;74474410000;141828;4813416;4955244;4529760;0.021258;quickSort
273000;74529000000;141928;4815516;4957444;4531660;0.021202;quickSort
273100;74583610000;142028;4817616;4959644;4533560;0.021696;quickSort
273200;74638240000;142128;4819716;4961844;4535460;0.021249;quickSort
273300;74692890000;142228;4821816;4964044;4537360;0.021270;quickSort
273400;74747560000;142328;4823916;4966244;4539260;0.021315;quickSort
273500;74802250000;142428;4826016;4968444;4541160;0.021278;quickSort
273600;74856960000;142528;4828116;4970644;4543060;0.021326;quickSort
273700;74911690000;142628;4830216;4972844;4544960;0.021400;quickSort
273800;74966440000;142728;4832316;4975044;4546860;0.021351;quickSort
273900;75021210000;142828;4834416;4977244;4548760;0.021307;quickSort
274000;75076000000;142928;4836516;4979444;4550660;0.021329;quickSort
274100;75130810000;143028;4838616;4981644;4552560;0.021351;quickSort
274200;75185640000;143128;4840716;4983844;4554460;0.021398;quickSort
274300;75240490000;143228;4842816;4986044;4556360;0.021377;quickSort
274400;75295360000;143328;4844916;4988244;4558260;0.021440;quickSort
274500;75350250000;143428;4847016;4990444;4560160;0.021607;quickSort
274600;75405160000;143528;4849116;4992644;4562060;0.022224;quickSort
274700;75460090000;143628;4851216;4994844;4563960;0.021457;quickSort
274800;75515040000;143728;4853316;4997044;4565860;0.021573;quickSort
274900;75570010000;143828;4855416;4999244;4567760;0.021447;quickSort
275000;75625000000;143928;4857516;5001444;4569660;0.021466;quickSort
275100;75680010000;144028;4859616;5003644;4571560;0.021493;quickSort
275200;75735040000;144128;4861716;5005844;4573460;0.021508;quickSort
275300;75790090000;144228;4863816;5008044;4575360;0.021521;quickSort
275400;75845160000;144328;4865916;5010244;4577260;0.021539;quickSort
275500;75900250000;144428;4868016;5012444;4579160;0.025687;quickSort
275600;75955360000;144528;4870116;5014644;4581060;0.021743;quickSort
275700;76010490000;144628;4872216;5016844;4582960;0.021896;quickSort
275800;76065640000;144728;4874316;5019044;4584860;0.021682;quickSort
275900;76120810000;144828;4876416;5021244;4586760;0.021555;quickSort
276000;76176000000;144928;4878516;5023444;4588660;0.021930;quickSort
276100;76231210000;145028;4880616;5025644;4590560;0.033160;quickSort
276200;76286440000;145128;4882716;5027844;4592460;0.026492;quickSort
276300;76341690000;145228;4884816;5030044;4594360;0.022475;quickSort
276400;76396960000;145328;4886916;5032244;4596260;0.021129;quickSort
276500;76452250000;145428;4889016;5034444;4598160;0.022096;quickSort
276600;76507560000;145528;4891116;5036644;4600060;0.022098;quickSort
276700;76562890000;145628;4893216;5038844;4601960;0.022560;quickSort
276800;76618240000;145728;4895316;5041044;4603860;0.021695;quickSort
276900;76673610000;145828;4897416;5043244;4605760;0.021616;quickSort
277000;76729000000;145928;4899516;5045444;4607660;0.021769;quickSort
277100;76784410000;146028;4901616;5047644;4609560;0.021782;quickSort
277200;76839840000;146128;4903716;5049844;4611460;0.022146;quickSort
277300;76895290000;146228;4905816;5052044;4613360;0.021811;quickSort
277400;76950760000;146328;4907916;5054244;4615260;0.021651;quickSort
277500;77006250000;146428;4910016;5056444;4617160;0.021712;quickSort
277600;77061760000;146528;4912116;5058644;4619060;0.021742;quickSort
277700;77117290000;146628;4914216;5060844;4620960;0.022365;quickSort
277800;77172840000;146728;4916316;5063044;4622860;0.021938;quickSort
277900;77228410000;146828;4918416;5065244;4624760;0.021783;quickSort
278000;77284000000;146928;4920516;5067444;4626660;0.021869;quickSort
278100;77339610000;147028;4922616;5069644;4628560;0.021807;quickSort
278200;77395240000;147128;4924716;5071844;4630460;0.021806;quickSort
278300;77450890000;147228;4926816;5074044;4632360;0.021814;quickSort
278400;77506560000;147328;4928916;5076244;4634260;0.021815;quickSort
278500;77562250000;147428;4931016;5078444;4636160;0.022467;quickSort
278600;77617960000;147528;4933116;5080644;4638060;0.021879;quickSort
278700;77673690000;147628;4935216;5082844;4639960;0.021968;quickSort
278800;77729440000;147728;4937316;5085044;4641860;0.023582;quickSort
278900;77785210000;147828;4939416;5087244;4643760;0.022159;quickSort
279000;77841000000;147928;4941516;5089444;4645660;0.022349;quickSort
279100;77896810000;148028;4943616;5091644;4647560;0.021972;quickSort
279200;77952640000;148128;4945716;5093844;4649460;0.021900;quickSort
279300;78008490000;148228;4947816;5096044;4651360;0.021914;quickSort
279400;78064360000;148328;4949916;5098244;4653260;0.021936;quickSort
279500;78120250000;148428;4952016;5100444;4655160;0.021865;quickSort
279600;78176160000;148528;4954116;5102644;4657060;0.023130;quickSort
279700;78232090000;148628;4956216;5104844;4658960;0.022093;quickSort
279800;78288040000;148728;4958316;5107044;4660860;0.022172;quickSort
279900;78344010000;148828;4960416;5109244;4662760;0.023318;quickSort
280000;78400000000;148928;4962516;5111444;4664660;0.021948;quickSort
280100;78456010000;149028;4964616;5113644;4666560;0.021911;quickSort
280200;78512040000;149128;4966716;5115844;4668460;0.021953;quickSort
280300;78568090000;149228;4968816;5118044;4670360;0.022079;quickSort
280400;78624160000;149328;4970916;5120244;4672260;0.022024;quickSort
280500;78680250000;149428;4973016;5122444;4674160;0.021966;quickSort
280600;78736360000;149528;4975116;5124644;4676060;0.022300;quickSort
280700;78792490000;149628;4977216;5126844;4677960;0.022818;quickSort
280800;78848640000;149728;4979316;5129044;4679860;0.022041;quickSort
280900;78904810000;149828;4981416;5131244;4681760;0.022490;quickSort
281000;78961000000;149928;4983516;5133444;4683660;0.021522;quickSort
281100;79017210000;150028;4985616;5135644;4685560;0.021531;quickSort
281200;79073440000;150128;4987716;5137844;4687460;0.022072;quickSort
281300;79129690000;150228;4989816;5140044;4689360;0.022072;quickSort
281400;79185960000;150328;4991916;5142244;4691260;0.022141;quickSort
281500;79242250000;150428;4994016;5144444;4693160;0.022150;quickSort
281600;79298560000;150528;4996116;5146644;4695060;0.022483;quickSort
281700;79354890000;150628;4998216;5148844;4696960;0.022088;quickSort
281800;79411240000;150728;5000316;5151044;4698860;0.022117;quickSort
281900;79467610000;150828;5002416;5153244;4700760;0.022170;quickSort
282000;79524000000;150928;5004516;5155444;4702660;0.022105;quickSort
282100;79580410000;151028;5006616;5157644;4704560;0.022139;quickSort
282200;79636840000;151128;5008716;5159844;4706460;0.022180;quickSort
282300;79693290000;151228;5010816;5162044;4708360;0.022245;quickSort
282400;79749760000;151328;5012916;5164244;4710260;0.022171;quickSort
282500;79806250000;151428;5015016;5166444;4712160;0.022254;quickSort
282600;79862760000;151528;5017116;5168644;4714060;0.022152;quickSort
282700;79919290000;151628;5019216;5170844;4715960;0.022154;quickSort
282800;79975840000;151728;5021316;5173044;4717860;0.022299;quickSort
282900;80032410000;151828;5023416;5175244;4719760;0.022636;quickSort
283000;80089000000;151928;5025516;5177444;4721660;0.022435;quickSort
283100;80145610000;152028;5027616;5179644;4723560;0.022347;quickSort
283200;80202240000;152128;5029716;5181844;4725460;0.022192;quickSort
283300;80258890000;152228;5031816;5184044;4727360;0.022288;quickSort
283400;80315560000;152328;5033916;5186244;4729260;0.022278;quickSort
283500;80372250000;152428;5036016;5188444;4731160;0.023672;quickSort
283600;80428960000;152528;5038116;5190644;4733060;0.022345;quickSort
283700;80485690000;152628;5040216;5192844;4734960;0.022339;quickSort
283800;80542440000;152728;5042316;5195044;4736860;0.022977;quickSort
283900;80599210000;152828;5044416;5197244;4738760;0.023849;quickSort
284000;80656000000;152928;5046516;5199444;4740660;0.023179;quickSort
284100;80712810000;153028;5048616;5201644;4742560;0.023039;quickSort
284200;80769640000;153128;5050716;5203844;4744460;0.022394;quickSort
284300;80826490000;153228;5052816;5206044;4746360;0.022345;quickSort
284400;80883360000;153328;5054916;5208244;4748260;0.023564;quickSort
284500;80940250000;153428;5057016;5210444;4750160;0.022482;quickSort
284600;80997160000;153528;5059116;5212644;4752060;0.022404;quickSort
284700;81054090000;153628;5061216;5214844;4753960;0.022460;quickSort
284800;81111040000;153728;5063316;5217044;4755860;0.022476;quickSort
284900;81168010000;153828;5065416;5219244;4757760;0.023482;quickSort
285000;81225000000;153928;5067516;5221444;4759660;0.022393;quickSort
285100;81282010000;154028;5069616;5223644;4761560;0.022433;quickSort
285200;81339040000;154128;5071716;5225844;4763460;0.025544;quickSort
285300;81396090000;154228;5073816;5228044;4765360;0.022515;quickSort
285400;81453160000;154328;5075916;5230244;4767260;0.022498;quickSort
285500;81510250000;154428;5078016;5232444;4769160;0.022492;quickSort
285600;81567360000;154528;5080116;5234644;4771060;0.022631;quickSort
285700;81624490000;154628;5082216;5236844;4772960;0.022870;quickSort
285800;81681640000;154728;5084316;5239044;4774860;0.022471;quickSort
285900;81738810000;154828;5086416;5241244;4776760;0.022538;quickSort
286000;81796000000;154928;5088516;5243444;4778660;0.024134;quickSort
286100;81853210000;155028;5090616;5245644;4780560;0.022548;quickSort
286200;81910440000;155128;5092716;5247844;4782460;0.022515;quickSort
286300;81967690000;155228;5094816;5250044;4784360;0.022592;quickSort
286400;82024960000;155328;5096916;5252244;4786260;0.022665;quickSort
286500;82082250000;155428;5099016;5254444;4788160;0.022595;quickSort
286600;82139560000;155528;5101116;5256644;4790060;0.022611;quickSort
286700;82196890000;155628;5103216;5258844;4791960;0.023082;quickSort
286800;82254240000;155728;5105316;5261044;4793860;0.022629;quickSort
286900;82311610000;155828;5107416;5263244;4795760;0.022620;quickSort
287000;82369000000;155928;5109516;5265444;4797660;0.022641;quickSort
287100;82426410000;156028;5111616;5267644;4799560;0.022681;quickSort
287200;82483840000;156128;5113716;5269844;4801460;0.022681;quickSort
287300;82541290000;156228;5115816;5272044;4803360;0.023237;quickSort
287400;82598760000;156328;5117916;5274244;4805260;0.023246;quickSort
287500;82656250000;156428;5120016;5276444;4807160;0.022963;quickSort
287600;82713760000;156528;5122116;5278644;4809060;0.022717;quickSort
287700;82771290000;156628;5124216;5280844;4810960;0.022664;quickSort
287800;82828840000;156728;5126316;5283044;4812860;0.023029;quickSort
287900;82886410000;156828;5128416;5285244;4814760;0.022776;quickSort
288000;82944000000;156928;5130516;5287444;4816660;0.022747;quickSort
288100;83001610000;157028;5132616;5289644;4818560;0.022811;quickSort
288200;83059240000;157128;5134716;5291844;4820460;0.022835;quickSort
288300;83116890000;157228;5136816;5294044;4822360;0.023945;quickSort
288400;83174560000;157328;5138916;5296244;4824260;0.022819;quickSort
